Old WordPress URL,New Docs URL,Status Code,Notes
https://quantumbitsolutions.com/help/,https://docs.quantumbitsolutions.com/,301,Main help to docs landing page
https://quantumbitsolutions.com/guide/,https://docs.quantumbitsolutions.com/products/android/advanced-guide/,301,Android Advanced User Manual
https://quantumbitsolutions.com/sniff-help/,https://docs.quantumbitsolutions.com/products/mapper/user-manual/,301,Modbus Mapper Pro User Manual
https://quantumbitsolutions.com/xpf-help/,https://docs.quantumbitsolutions.com/products/xpf/user-guide/,301,XPF User Manual
https://quantumbitsolutions.com/modbus-mapper-pro-quick-start-demo/,https://docs.quantumbitsolutions.com/products/mapper/quick-start/,301,Mapper Quick Start Demo
https://quantumbitsolutions.com/mmhelp/,https://docs.quantumbitsolutions.com/products/android/free-guide/,301,Android Free User Manual
https://quantumbitsolutions.com/arduino-modbus-server/,https://docs.quantumbitsolutions.com/technical/server-setup/,301,Arduino Modbus Server
https://quantumbitsolutions.com/sheets/,https://docs.quantumbitsolutions.com/guides/android-sheets-addon/,301,Google Sheets Integration
https://quantumbitsolutions.com/hardware/,https://docs.quantumbitsolutions.com/technical/hardware/,301,Hardware Setup
https://quantumbitsolutions.com/address/,https://docs.quantumbitsolutions.com/guides/6-digit-addressing/,301,6-Digit Addressing
https://quantumbitsolutions.com/bluetooth/,https://docs.quantumbitsolutions.com/guides/android-hardware/,301,Modbus Bluetooth
https://quantumbitsolutions.com/faq/,https://docs.quantumbitsolutions.com/support/faq/,301,FAQ
https://quantumbitsolutions.com/importexport/,https://docs.quantumbitsolutions.com/technical/import-export/,301,Import and Export
https://quantumbitsolutions.com/errors/,https://docs.quantumbitsolutions.com/technical/error-codes/,301,Error Codes
https://quantumbitsolutions.com/server/,https://docs.quantumbitsolutions.com/technical/server-setup/,301,Modbus Server
https://quantumbitsolutions.com/sensor-1/,https://docs.quantumbitsolutions.com/technical/server-setup/,301,Sensor Server
https://quantumbitsolutions.com/serialport/,https://docs.quantumbitsolutions.com/technical/serial-ports/,301,Serial Ports
https://quantumbitsolutions.com/help-test/,https://docs.quantumbitsolutions.com/support/,301,Help Test Page
